Form Type,Container Name,Attachment Name,dynamic_container_template_id,Default
EMPLOYMENT_AND_INCOME_AFFIDAVIT_APPRAISAL_OPTION,UNKNOWN,Employment & Income Affidavit/Appraisal Option,,true
BALLOON_PAYMENT_DISCLOSURE,UNKNOWN,Balloon Payment Disclosure,,true
WELL_DISCLOSURE_STATEMENT,UNKNOWN,Well Disclosure Statement,,true
ABSTRACT_OF_TITLE,Subject Property - Title Report,Abstract Of Title,,false
PURCHASE_ADVICE,UNKNOWN,Purchase Advice,,true
HUD_NPMA_99_B_NEW_CONSTRUCTION_SUBTERRANEAN_TERMITE_SERVICE_RECORD,Construction - Termite - NCPA,HUD-NPMA-99-B New Construction Subterranean Termite Service Record,,false
COLLATERAL_PROTECTION_INSURANCE_DISCLOSURE,UNKNOWN,Collateral Protection Insurance Disclosure,,true
DISCLOSURE_OF_INFORMATION_ON_LEAD_BASED_PAINT_AND_LEAD_BASED_PAINT_HAZARDS,UNKNOWN,Disclosure of Information on Lead Based Paint and Lead Based Paint Hazards,,true
A_1120_PC_SCHEDULE_M_3,Income - Borrower Business Tax Returns,1120-PC Schedule M-3,,false
TITLE_PROTECTION_NOTICE,Title Protection Notice,Title Protection Notice,,true
FORM_1006_REQUEST_FOR_VERIFICATION_OF_DEPOSIT,UNKNOWN,Form 1006 - Request For Verification Of Deposit,,true
A_1120_IC_DISC,Income - Borrower Business Tax Returns,1120-IC-DISC,,false
DISCLOSURE_OF_REFINANCING_OPTIONS,UNKNOWN,Disclosure of Refinancing Options,,true
A_8874_B,Income - Borrower 1040 Tax Returns w/ All Schedules,8874-B,,false
A_8027,Income - Borrower 1040 Tax Returns w/ All Schedules,8027,,false
A_706_NA,Income - Borrower 1040 Tax Returns w/ All Schedules,706-NA,,false
A_1120_F_SCHEDULE_V,Income - Borrower Business Tax Returns,1120-F Schedule V,,false
A_8874_A,Income - Borrower 1040 Tax Returns w/ All Schedules,8874-A,,false
A_8023,Income - Borrower 1040 Tax Returns w/ All Schedules,8023,,false
A_1120_F_SCHEDULE_P,Income - Borrower Business Tax Returns,1120-F Schedule P,,false
A_1120_F_SCHEDULE_Q,Income - Borrower Business Tax Returns,1120-F Schedule Q,,false
A_1120_F_SCHEDULE_S,Income - Borrower Business Tax Returns,1120-F Schedule S,,false
A_15400,Income - Borrower 1040 Tax Returns w/ All Schedules,15400,,false
A_9325,Income - Borrower 1040 Tax Returns w/ All Schedules,9325,,false
A_8498,Income - Borrower 1040 Tax Returns w/ All Schedules,8498,,false
RETIREE_ACCOUNT_STATEMENT_EXTENDED,Retiree Account Statement Extended,Retiree Account Statement Extended,,true
A_851,Income - Borrower 1040 Tax Returns w/ All Schedules,851,,false
A_14568,Income - Borrower 1040 Tax Returns w/ All Schedules,14568,,false
1040_TWO_YEAR_COMPARISON_REPORT,1040 Two Year Comparison Report,1040 (Personal Tax Returns) Two Year Comparison Report,,true
1040_OR_1040_SR_WORKSHEET_2018,Income - Borrower 1040 Tax Returns w/ All Schedules,1040 or 1040-SR Worksheet (2018),,false
1040_OR_1040_SR_WORKSHEET_2019,Income - Borrower 1040 Tax Returns w/ All Schedules,1040 or 1040-SR Worksheet (2019),,false
SUBPRIME_LOAN_COUNSELING_DISCLOSURE,UNKNOWN,Subprime Loan Counseling Disclosure,,true
CONFLICT_OF_INTEREST_DISCLOSURE,UNKNOWN,Conflict of Interest Disclosure,,true
FLOOD_HAZARD_INSURANCE_NOTICE,UNKNOWN,Flood Hazard Insurance Notice,,true
APPLICATION_DISCLOSURE,UNKNOWN,Application Disclosure,,true
RENTAL_AGREEMENT,Lease Agreement,Rental Agreement,,true
FHA_CASE_QUERY,FHA - Case Query,FHA Case Query,,false
A_13287,Income - Borrower 1040 Tax Returns w/ All Schedules,13287,,false
A_14134,Income - Borrower 1040 Tax Returns w/ All Schedules,14134,,false
A_14135,Income - Borrower 1040 Tax Returns w/ All Schedules,14135,,false
ACKNOWLEDGMENT_OF_RECEIPT,UNKNOWN,Acknowledgment Of Receipt,,true
WORK_NUMBER,Verification of Employment,Verification of Employment - TWN,,true
NOTICE_TO_BORROWERS_ABOUT_SPECIAL_FLOOD_HAZARD_COVERAGE_SUBJECT_TO_CHANGE_DISCLOSURE,Notice To Borrowers About Special Flood Hazard Coverage Subject To Change Disclosure,Notice To Borrowers About Special Flood Hazard Coverage Subject To Change Disclosure,,true
SECURITY_AFFIDAVIT,UNKNOWN,Security Affidavit,,true
A_8879_PE_E_FILE_AUTHORIZATION,Income - Borrower 1040 Tax Returns w/ All Schedules,8879-PE E-File Authorization,,false
A_8038,Income - Borrower 1040 Tax Returns w/ All Schedules,8038,,false
ESCROW_ACCOUNT_DISCLOSURE_IDAHO,UNKNOWN,Escrow Account Disclosure (Cx 10170; Idaho),,true
A_1099_S,Income - Borrower 1040 Tax Returns w/ All Schedules,1099-S,,false
MORTGAGE_STATEMENT,Current Mortgage Statement,Mortgage Statement,,false
A_1099_R,Income - Borrower W-2 Most Recent Yr,{$FIELDS.a_1099_r-Part1-PayerPii:payerName}_1099_R,,false
A_6729_C,Income - Borrower 1040 Tax Returns w/ All Schedules,6729-C,,false
A_6729_D,Income - Borrower 1040 Tax Returns w/ All Schedules,6729-D,,false
I_797,Credit - SS Card/Drivers License,I-797,,false
A_1099_K,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1099_k-General:filerName}_1099_K_{$FIELDS.a_1099_k-General:taxFormYear},,false
A_1099_Q,Income - Borrower 1040 Tax Returns w/ All Schedules,1099-Q,,false
FORM_72_OR_1025_SMALL_RESIDENTIAL_INCOME_PROPERTY_APPRAISAL_REPORT,UNKNOWN,Form 72 Or 1025 - Small Residential Income Property Appraisal Report,,true
A_1099_C,Credit - Bankruptcy Papers,1099-C,,false
A_1099_B,Income - Borrower 1040 Tax Returns w/ All Schedules,1099-B,,false
END_TO_ENDCD_TESTING_NY,UNKNOWN,"End To End Test Form (NY, CX 5678)",,true
A_1099_G,Income - Borrower W-2 Most Recent Yr,A_1099_G,,false
A_886_H_EIC,Income - Borrower 1040 Tax Returns w/ All Schedules,886-H-EIC,,false
A_1099_H,Income - Borrower 1040 Tax Returns w/ All Schedules,1099-H,,false
A_990_SCHEDULE_B,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule B,,false
PURCHASE_MONEY_SECURITY_DOCUMENT,UNKNOWN,Purchase Money Security Document,,true
A_990_SCHEDULE_A,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule A,,false
FLOOD_CERTIFICATE,Flood Certificate,Flood Certificate,,true
PRE_APPLICATION_DISCLOSURE_AND_FEE_AGREEMENT,UNKNOWN,Pre-Application Disclosure And Fee Agreement,,true
A_1099_A,Income - Borrower 1040 Tax Returns w/ All Schedules,1099-A,,false
A_1042_T,Income - Borrower 1040 Tax Returns w/ All Schedules,1042-T,,false
A_990_SCHEDULE_J,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule J,,false
A_8879_CORP,Income - Borrower 1040 Tax Returns w/ All Schedules,8879-CORP,,false
TAX_EXEMPT_FINANCING_RIDER_SF_40,UNKNOWN,Tax-Exempt Financing Rider (Form SF-40),,true
LOAN_AGREEMENT,Credit - Supporting Credit Docs,Loan Agreement,,false
A_990_SCHEDULE_I,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule I,,false
A_990_SCHEDULE_H,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule H,,false
ADDITIONAL_BORROWER_1003_2020,1003,ADDITIONAL_BORROWER_1003_2020,,true
A_990_SCHEDULE_G,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule G,,false
A_990_SCHEDULE_F,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule F,,false
A_990_SCHEDULE_E,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule E,,false
A_1040_SCHEDULE_E_2015,1040 Schedule E (2015),"1040 Schedule E (Supplemental Income and Loss (From rental real estate, royalties, partnerships, S corporations, estates, trusts, REMICs, etc.)  (2015)",,true
A_990_SCHEDULE_D,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule D,,false
A_1040_SCHEDULE_E_2016,1040 Schedule E (2016),"1040 Schedule E (Supplemental Income and Loss (From rental real estate, royalties, partnerships, S corporations, estates, trusts, REMICs, etc.)  (2016)",,true
A_990_SCHEDULE_C,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule C,,false
A_990_SCHEDULE_R,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule R,,false
A_990_SCHEDULE_O,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule O,,false
A_990_SCHEDULE_N,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule N,,false
A_990_SCHEDULE_M,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule M,,false
A_990_SCHEDULE_L,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule L,,false
A_990_SCHEDULE_K,Income - Borrower 1040 Tax Returns w/ All Schedules,990 Schedule K,,false
NOTARY_IDENTIFICATION_STATEMENT,UNKNOWN,Notary Identification Statement,,true
A_1042_S,Income - Borrower 1040 Tax Returns w/ All Schedules,1042-S,,false
UNEMPLOYMENT_INSURANCE_DISCLOSURE,UNKNOWN,Unemployment Insurance Disclosure,,true
NOTICE_CONCERNING_REFINANCE_OF_EXISTING_HOME_EQUITY_LOAN_TO_NON_HOME_EQUITY_LOAN,UNKNOWN,Notice Concerning Refinance Of Existing Home Equity Loan To Non-Home Equity Loan,,true
AFFIDAVIT_OF_DEATH_OF_LIFE_ESTATE_OWNER,UNKNOWN,Affidavit Of Death Of Life Estate Owner,,true
A_1040_SCHEDULE_E_2020,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_e_2020-Part1-PartI-IncomeOrLossFromRentalRealEstate:name(s)ShownOnReturn}_1040_SCHEDULE_E_2020,,false
A_1040_SCHEDULE_E_2021,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_e_2021-Part1-PartI-IncomeOrLossFromRentalRealEstate:name(s)ShownOnReturn}_1040_SCHEDULE_E_2021,,false
A_1040_SCHEDULE_E_2022,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_E_2022_{$FIELDS.a_1040_schedule_e_2022-Part01-General:name(s)ShownOnReturn,,false
PRIVATE_MORTGAGE_INSURANCE_CANCELLATION_TERMINATION_DATA_SHEET,UNKNOWN,Private Mortgage Insurance Cancellation/Termination Data Sheet,,true
A_1040_SCHEDULE_E_2023,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_E_2023_{$FIELDS.a_1040_schedule_e_2023-Part01-General:name(s)ShownOnReturn,,false
COMMITMENT_DISCLOSURE,UNKNOWN,Commitment Disclosure,,true
A_1040_SCHEDULE_E_2024,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_E_2024_{$FIELDS.a_1040_schedule_e_2024-Part01-General:name(s)ShownOnReturn,,false
A_1040_SCHEDULE_E_2025,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_E_2025_{$FIELDS.a_1040_schedule_e_2025-Part01-General:namesShownOnReturn},,false
A_8050,Income - Borrower 1040 Tax Returns w/ All Schedules,8050,,false
A_1040_SCHEDULE_E_2017,1040 Schedule E (2017),"1040 Schedule E (Supplemental Income and Loss (From rental real estate, royalties, partnerships, S corporations, estates, trusts, REMICs, etc.)  (2017)",,true
A_1040_SCHEDULE_E_2018,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_e_2018-Part1-PartI-IncomeOrLossFromRentalRealEstate:name(s)ShownOnReturn}_1040_SCHEDULE_E_2018,,false
A_706_SCHEDULE_R_1,Income - Borrower 1040 Tax Returns w/ All Schedules,706 Schedule R-1,,false
A_1040_SCHEDULE_E_2019,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_e_2019-Part1-PartI-IncomeOrLossFromRentalRealEstate:name(s)ShownOnReturn}_1040_SCHEDULE_E_2019,,false
DEPOSITED_CHECK_WITH_BATES_NUMBERS,UNKNOWN,Deposited Check (With Bates Numbers),,true
VOIDED_CHECK,Assets - Bank Statements,Voided Check,,false
VESTING_FORM,UNKNOWN,Vesting Form,,true
A_1099_NEC,Income - Borrower W-2 Most Recent Yr,1099 NEC,,false
TITLE_ORDER_FORM,Subject Property - Title Report,Title Order Form,,false
A_8082,Income - Borrower 1040 Tax Returns w/ All Schedules,8082,,false
AFFIDAVIT_OF_UNDERSTANDING_AND_INDEMNITY_AND_HOLD_HARMLESS_AGREEMENT,UNKNOWN,Affidavit Of Understanding And Indemnity And Hold Harmless Agreement,,true
TAX_ESCROW_ACCOUNT_DESIGNATION_OF_MORTGAGE_INVESTING_INSTITUTION_TO_RECEIVE_TAX_BILLS,UNKNOWN,Tax Escrow Account Designation Of Mortgage Investing Institution To Receive Tax Bills,,true
HOME_LOAN_PROTECTION_ACT_DISCLOSURE,UNKNOWN,Home Loan Protection Act Disclosure,,true
A_1040_CARRYOVER_REPORT,UNKNOWN,1040 Carryover Report,,true
A_4952,Income - Borrower 1040 Tax Returns w/ All Schedules,4952,,false
LOAN_BROKERAGE_AGREEMENT_AND_DISCLOSURE_STATEMENT,UNKNOWN,Loan Brokerage Agreement and Disclosure Statement,,true
A_1125_A,UNKNOWN,1125-A,,true
AFFIDAVIT_OF_TITLE,UNKNOWN,Affidavit Of Title,,true
CAREER_DATA_BRIEF,Income - Borrower VOEs,Career Data Brief,,false
A_1125_E,Income - Borrower Business Tax Returns,{$FIELDS.a_1125_e-General:name}_1125_E,,false
FORECLOSURE_NOTICE,Credit - Supporting Credit Docs,Foreclosure Notice,,false
A_12325,Income - Borrower 1040 Tax Returns w/ All Schedules,12325,,false
DEED_IN_LIEU_OF_FORECLOSURE,Credit - Supporting Credit Docs,Deed In Lieu Of Foreclosure,,false
BILLING_STATEMENT,UNKNOWN,Billing Statement,,true
SMARTLINX_PERSON_REPORT,UNKNOWN,SmartLinx Person Report,,true
BUSINESS_PURPOSE_LOAN_QUESTIONNAIRE,UNKNOWN,Business Purpose Loan Questionnaire,,true
WARRANTY_DEED_WITH_VENDORS_LIEN,UNKNOWN,Warranty Deed With Vendor's Lien,,true
SOLICITATION_OF_INSURANCE_DISCLOSURE,UNKNOWN,Solicitation of Insurance Disclosure,,true
A_8915_B,Income - Borrower 1040 Tax Returns w/ All Schedules,8915-B,,false
A_8915_C,Income - Borrower 1040 Tax Returns w/ All Schedules,8915-C,,false
SOLAR_POWER_PURCHASE_AGREEMENT,UNKNOWN,Solar Power Purchase Agreement,,true
STATEMENT_OF_BORROWERS_BENEFITS,UNKNOWN,Statement Of Borrower's Benefits,,true
ACKNOWLEDGEMENT_OF_INTENT_TO_PROCEED,Intent to Proceed,Acknowledgement Of Intent To Proceed,,true
DU_UNDERWRITING_FINDINGS,UNKNOWN,DU (Desktop Underwriter) Underwriting Findings,,true
PROFIT_AND_LOSS,Income - Current P&L/Balance Sheet,Profit and Loss,,false
A_8915_F,Income - Borrower 1040 Tax Returns w/ All Schedules,8915-F,,false
A_8915_D,Income - Borrower 1040 Tax Returns w/ All Schedules,8915-D,,false
CERTIFICATE_OF_NOTICE,UNKNOWN,Certificate Of Notice,,true
A_14950,Income - Borrower 1040 Tax Returns w/ All Schedules,14950,,false
ENLISTED_EVALUATION_REPORT,Enlisted Evaluation Report,Enlisted Evaluation Report,,true
AUTO_LOAN_STATEMENT,Credit - Supporting Credit Docs,Auto Loan Statement,,false
A_941_SS,Income - Borrower 1040 Tax Returns w/ All Schedules,941-SS,,false
OPEN_END_MORTGAGE_DEED,UNKNOWN,Open-End Mortgage Deed (Cx 25285; Connecticut),,true
A_433_H,Income - Borrower 1040 Tax Returns w/ All Schedules,433-H,,false
A_1040_TAX_RETURN_HISTORY_REPORT,UNKNOWN,1040 Tax Return History Report,,true
A_433_F,Income - Borrower 1040 Tax Returns w/ All Schedules,433-F,,false
WRITTEN_ACKNOWLEDGMENT_OF_DELIVERY_OF_THE_NOTE,UNKNOWN,Written Acknowledgment Of Delivery Of The Note,,true
A_4977,Income - Borrower 1040 Tax Returns w/ All Schedules,4977,,false
A_433_D,Income - Borrower 1040 Tax Returns w/ All Schedules,433-D,,false
A_433_A,Income - Borrower 1040 Tax Returns w/ All Schedules,433-A,,false
A_433_B,Income - Borrower 1040 Tax Returns w/ All Schedules,433-B,,false
A_4972,Income - Borrower 1040 Tax Returns w/ All Schedules,4972,,false
TECHNOLOGY_CONSENT_AGREEMENT,UNKNOWN,Technology Consent Agreement,,true
A_4970,Income - Borrower 1040 Tax Returns w/ All Schedules,4970,,false
OFFICIAL_FORM_122C_2_CHAPTER_13_CALCULATION_OF_YOUR_DISPOSABLE_INCOME,UNKNOWN,Official Form 122C-2 - Chapter 13 Calculation Of Your Disposable Income,,true
SEWER_REPORT,UNKNOWN,Sewer Report,,true
STUDENT_LOAN_REFINANCE_DISCLOSURE,UNKNOWN,Student Loan Refinance Disclosure,,true
AFFIDAVIT_OF_HEIRSHIP,UNKNOWN,Affidavit Of Heirship,,true
NOTICE_OF_RIGHT_TO_REQUEST_A_RECONSIDERATION_OF_VALUE,UNKNOWN,Notice Of Right To Request A Reconsideration Of Value,,true
ADDENDUM_TO_RESIDENTIAL_LOAN_APPLICATION_FANNIE_MAE_FORM_1009,UNKNOWN,1009 - Addendum To Residential Loan Application,,true
EMPLOYMENT_OFFER_LETTER,Income - Borrower VOEs,Employment Offer,,false
BROKERAGE_STATEMENT_ASSET_ALLOCATION_SUMMARY,UNKNOWN,Brokerage Statement Asset Allocation Summary,,true
REASONABLE_TANGIBLE_NET_BENEFIT_DISCLOSURE_MAINE,UNKNOWN,Reasonable Tangible Net Benefit Disclosure (Cx 16407; Maine),,true
A_1120_RIC,Income - Borrower Business Tax Returns,1120-RIC,,false
VA_AWARD_LETTER,Income - Borrower Paystubs,VA_AWARD_LETTER,,false
HOME_WARRANTY_AGREEMENT,UNKNOWN,Home Warranty Agreement,,true
DEBT_MANAGEMENT_SERVICE_PROVIDER_CONTRACT,UNKNOWN,Debt Management Service Provider Contract,,true
SOLAR_PANEL_LOAN_AGREEMENT,Subject Property - Contract,Solar Panel Loan Agreement,,false
OCCUPANCY_AND_FINANCIAL_STATEMENT,UNKNOWN,Occupancy And Financial Statement,,true
1120S_TWO_YEAR_COMPARISON_REPORT,1120S Two Year Comparison Report,1120S (Small Corporation Business Tax Returns) Two Year Comparison Report,,true
A_5884_C,Income - Borrower 1040 Tax Returns w/ All Schedules,5884-C,,false
A_5884_D,Income - Borrower 1040 Tax Returns w/ All Schedules,5884-D,,false
SETTLEMENT_CERTIFICATION,UNKNOWN,Settlement Certification,,true
A_1120_FSC_SCHEDULE_P,Income - Borrower Business Tax Returns,1120-FSC Schedule P,,false
A_1000,Income - Borrower 1040 Tax Returns w/ All Schedules,1000,,false
A_5884_A,Income - Borrower 1040 Tax Returns w/ All Schedules,5884-A,,false
A_1120S_SCHEDULE_L_M_1_M_2_2020,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_L_M1_M2_2020,,false
A_1120S_SCHEDULE_L_M_1_M_2_2021,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_L_M1_M2_2021,,false
ACKNOWLEDGMENT_OF_RECEIPT_OF_RESPAS_HOMEOWNERSHIP_COUNSELING_ORGANIZATIONS_LIST,UNKNOWN,Acknowledgment Of Receipt Of RESPA's Homeownership Counseling Organizations List,,true
NOTIFICATION_TO_HOMEOWNERS,UNKNOWN,Notification To Homeowners,,true
RD_3555_18E_CONDITIONAL_COMMITMENT_FOR_SINGLE_FAMILY_HOUSING_LOAN_GUARANTEE,RD 3555-18E - Conditional Commitment For Single Family Housing Loan Guarantee,RD 3555-18E - Conditional Commitment For Single Family Housing Loan Guarantee,,true
PROPERTY_CONDITION_DISCLOSURE_STATEMENT,UNKNOWN,Property Condition Disclosure Statement,,true
TITLE_INSURANCE_POLICY,Subject Property - Title Report,Title Insurance Policy,,false
A_1120S_SCHEDULE_L_M_1_M_2_2024,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_L_M1_M2_2024,,false
A_1120S_SCHEDULE_L_M_1_M_2_2025,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_L_M1_M2_2025,,false
A_1120S_SCHEDULE_L_M_1_M_2_2022,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_L_M1_M2_2022,,false
SINGLE_UNIT_RETRIEVAL_FORMAT_RECORD,Single Unit Retrieval Format Record,Single Unit Retrieval Format Record,,true
A_4506,Income - Borrower 1040 Tax Returns w/ All Schedules,4506,,false
A_1120S_SCHEDULE_L_M_1_M_2_2023,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_L_M1_M2_2023,,false
END_TO_ENDCD_TESTING_FL,UNKNOWN,"End To End Test Form (FL, CX 9000)",,true
A_8900,Income - Borrower 1040 Tax Returns w/ All Schedules,8900,,false
A_1040_2020,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_2020-Part1-General:yourFirstNameAndInitial}_{$FIELDS.a_1040_2020-Part1-General:lastName}_1040_2020,,false
EMPLOYMENT_AND_OTHER_INCOME_WORKSHEET,UNKNOWN,Employment And Other Income Worksheet,,true
A_12339,Income - Borrower 1040 Tax Returns w/ All Schedules,12339,,false
A_1040_2021,Income - Borrower 1040 Tax Returns w/ All Schedules,A_1040_2021_{$FIELDS.a_1040_2021-Part1-General:yourFirstNameAndMiddleInitial}_{$FIELDS.a_1040_2021-Part1-General:lastName}_1040_2021,,false
A_1040_2024,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_2024_{$FIELDS.a_1040_2024-Part01-General:yourFirstNameAndMiddleInitial}_{$FIELDS.a_1040_2024-Part01-General:lastName},,false
A_1040_2025,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_2025_{$FIELDS.a_1040_2025-Part01-General:yourFirstNameAndMiddleInitial}_{$FIELDS.a_1040_2025-Part01-General:lastName},,false
BORROWER_CERTIFICATION_OF_BUSINESS_PURPOSE,Borrower Certification of Business Purpose,Borrower Certification Of Business Purpose,,true
A_1040_2022,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_2022_{$FIELDS.a_1040_2022-Part1-General:yourFirstNameAndMiddleInitial}_{$FIELDS.a_1040_2022-Part1-General:lastName},,false
A_1040_2023,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_2023_{$FIELDS.a_1040_2023-Part01-General:yourFirstNameAndMiddleInitial}_{$FIELDS.a_1040_2023-Part01-General:lastName},,false
EMPLOYEE_SUMMARY_SHEET,Employee Summary Sheet,Employee Summary Sheet,,true
DISCLOSURE_TRACKING_DETAILS,UNKNOWN,Disclosure Tracking Details,,true
A_3881_A,Income - Borrower 1040 Tax Returns w/ All Schedules,3881-A,,false
A_8804_W,Income - Borrower 1040 Tax Returns w/ All Schedules,8804-W,,false
A_8804_C,Income - Borrower 1040 Tax Returns w/ All Schedules,8804-C,,false
A_1120S_SCHEDULE_L_M_1_M_2_2019,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_L_M1_M2_2019,,false
VERIFICATION_OF_RENT,Credit - Verification of Rent/Lease,Verification Of Rent,,false
END_TO_ENDCD_TESTING_CA,UNKNOWN,"End To End Test Form (CA, CX 1234)",,true
OFFICIAL_FORM_106A/B_SCHEDULE_A/B_PROPERTY,Credit - Bankruptcy Papers,Official Form 106A/B - Schedule A/B: Property,,false
FLOOD_DISASTER_PROTECTION_ACT,UNKNOWN,Flood Disaster Protection Act,,true
A_1120S_SCHEDULE_L_M_1_M_2_2018,Income - Borrower Business Tax Returns,1120_S_SCHEDULE_L_M1_M2_2018,,false
A_1028,Income - Borrower 1040 Tax Returns w/ All Schedules,1028,,false
SIGNATURE_NAME_AFFIDAVIT,Signature/Name Affidavit,Signature Name Affidavit,,true
MORTGAGE_INSURANCE_CANCELLATION_DISCLOSURE,UNKNOWN,Mortgage Insurance Cancellation Disclosure,,true
A_1023,Income - Borrower 1040 Tax Returns w/ All Schedules,1023,,false
A_1024,Income - Borrower 1040 Tax Returns w/ All Schedules,1024,,false
MORTGAGE_ESCROW_ACCOUNT_ACT,UNKNOWN,Mortgage Escrow Account Act,,true
A_2350,Income - Borrower 1040 Tax Returns w/ All Schedules,2350,,false
A_1040_2017,1040 (2017),1040 (Personal Tax Returns) (2017),,true
A_1040_2018,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_2018-Part1-General:yourFirstNameAndInitial}_{$FIELDS.a_1040_2018-Part1-General:lastName}_1040_2018,,false
A_1040_2015,1040 (2015),1040 (Personal Tax Returns) (2015),,true
A_1040_2016,1040 (2016),1040 (Personal Tax Returns) (2016),,true
ASSIGNMENT_OF_DEED_OF_TRUST,UNKNOWN,Assignment Of Deed Of Trust,,true
A_1040_2019,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_2019-Part1-General:yourFirstNameAndInitial}_{$FIELDS.a_1040_2019-Part1-General:lastName}_1040_2019,,false
LOAN_ESTIMATE,Loan Estimates,LOAN_ESTIMATE,,true
FINAL_FINANCING_AGREEMENT_AND_WRITTEN_COMMITMENT,UNKNOWN,Final Financing Agreement And Written Commitment,,true
ALTERNATIVE_MORTGAGE_TRANSACTION_DISCLOSURE,UNKNOWN,Alternative Mortgage Transaction Disclosure,,true
TRUNCATED_COVERAGE_DISCLOSURE,UNKNOWN,Truncated Coverage Disclosure,,true
A_8923,Income - Borrower 1040 Tax Returns w/ All Schedules,8923,,false
A_8924,Income - Borrower 1040 Tax Returns w/ All Schedules,8924,,false
A_8925,Income - Borrower 1040 Tax Returns w/ All Schedules,8925,,false
A_4563,Income - Borrower 1040 Tax Returns w/ All Schedules,4563,,false
FLOOD_INSURANCE_COVERAGE_SUBJECT_TO_CHANGE_DISCLOSURE,Flood Insurance Coverage Subject To Change Disclosure,Flood Insurance Coverage Subject To Change Disclosure,,true
A_8927,Income - Borrower 1040 Tax Returns w/ All Schedules,8927,,false
A_8928,Income - Borrower 1040 Tax Returns w/ All Schedules,8928,,false
A_4562,Income - Borrower 1040 Tax Returns w/ All Schedules,4562,,false
WAGES_AND_SALARIES_SUMMARY_ATTACHMENT,Income - Borrower 1040 Tax Returns w/ All Schedules,Wages And Salaries Summary Attachment,,false
OFFICIAL_FORM_106SUM_SUMMARY_OF_YOUR_ASSETS_AND_LIABILITIES_AND_CERTAIN_STATISTICAL_INFORMATION,UNKNOWN,Official Form 106Sum - Summary Of Your Assets And Liabilities And Certain Statistical Information,,true
A_1024_A,Income - Borrower 1040 Tax Returns w/ All Schedules,1024-A,,false
PENSION_AWARD_LETTER,Income - Borrower Paystubs,{$FIELDS.pension_award_letter-General:recipientName}_{$FIELDS.pension_award_letter-General:companyName}_PENSION_AWARD_LETTER,,false
NOTICE_OF_RIGHT_TO_DISCONTINUE_ESCROW,UNKNOWN,Notice Of Right To Discontinue Escrow,,true
A_990_EZ,Income - Borrower 1040 Tax Returns w/ All Schedules,990-EZ,,false
A_5405,Income - Borrower 1040 Tax Returns w/ All Schedules,5405,,false
TITLE_INSURANCE_RIDER,UNKNOWN,Title Insurance Rider,,true
A_8932,Income - Borrower 1040 Tax Returns w/ All Schedules,8932,,false
A_8933,Income - Borrower 1040 Tax Returns w/ All Schedules,8933,,false
BALLOON_DISCLOSURE_REGARDING_EXTENSION_OF_CREDIT,UNKNOWN,Balloon Disclosure Regarding Extension of Credit,,true
A_8936,Income - Borrower 1040 Tax Returns w/ All Schedules,8936,,false
A_1045,Income - Borrower 1040 Tax Returns w/ All Schedules,1045,,false
